Uniprot ID,Gene Name,Uniprot Name,Protein Name
Q99437,ATP6V0B,VATO_HUMAN,V-type proton ATPase 21 kDa proteolipid subunit
P18031,PTPN1,PTN1_HUMAN,Tyrosine-protein phosphatase non-receptor type 1
P43378,PTPN9,PTN9_HUMAN,Tyrosine-protein phosphatase non-receptor type 9
Q8IWU6,SULF1,SULF1_HUMAN,Extracellular sulfatase Sulf-1
P58004,SESN2,SESN2_HUMAN,Sestrin-2
Q9NY65,TUBA8,TBA8_HUMAN,Tubulin alpha-8 chain
A1L4H1,SSC5D,SRCRL_HUMAN,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D
Q16143,SNCB,SYUB_HUMAN,Beta-synuclein
Q9Y5Y9,SCN10A,SCNAA_HUMAN,Sodium channel protein type 10 subunit alpha
Q9HA65,TBC1D17,TBC17_HUMAN,TBC1 domain family member 17
Q71U36,TUBA1A,TBA1A_HUMAN,Tubulin alpha-1A chain
Q12799,TCP10,TCP10_HUMAN,T-complex protein 10A homolog
A0PK00,TMEM120B,T120B_HUMAN,Transmembrane protein 120B
Q9NS98,SEMA3G,SEM3G_HUMAN,Semaphorin-3G
Q96IZ7,RSRC1,RSRC1_HUMAN,Serine/Arginine-related protein 53
Q9H3T2,SEMA6C,SEM6C_HUMAN,Semaphorin-6C
Q9H9S3,SEC61A2,S61A2_HUMAN,Protein transport protein Sec61 subunit alpha isoform 2
Q9H2B2,SYT4,SYT4_HUMAN,Synaptotagmin-4
Q9UNH7,SNX6,SNX6_HUMAN,Sorting nexin-6
P21817,RYR1,RYR1_HUMAN,Ryanodine receptor 1
Q13885,TUBB2A,TBB2A_HUMAN,Tubulin beta-2A chain
Q9NWM0,SMOX,SMOX_HUMAN,Spermine oxidase
Q5T7P8,SYT6,SYT6_HUMAN,Synaptotagmin-6
A0A1B0GX56,TRDV1,TRDV1_HUMAN,T cell receptor delta variable 1
A6NLI5,TRIM64C,TR64C_HUMAN,Tripartite motif-containing protein 64C
Q9H6Q3,SLA2,SLAP2_HUMAN,Src-like-adapter 2
Q8IYX7,SAXO1,SAXO1_HUMAN,Stabilizer of axonemal microtubules 1
P56962,STX17,STX17_HUMAN,Syntaxin-17
Q99469,STAC,STAC_HUMAN,SH3 and cysteine-rich domain-containing protein
Q6ZMD2,SPNS3,SPNS3_HUMAN,Protein spinster homolog 3
Q96QT4,TRPM7,TRPM7_HUMAN,Transient receptor potential cation channel subfamily M member 7
Q86SG5,S100A7A,S1A7A_HUMAN,Protein S100-A7A
Q9Y285,FARSA,SYFA_HUMAN,Phenylalanine--tRNA ligase alpha subunit
Q8NDZ6,TMEM161B,T161B_HUMAN,Transmembrane protein 161B
Q8N1H7,SIX6OS1,S6OS1_HUMAN,Protein SIX6OS1
Q8NBJ9,SIDT2,SIDT2_HUMAN,SID1 transmembrane family member 2
Q92797,SYMPK,SYMPK_HUMAN,Symplekin
Q8NHM4,PRSS3P2,TRY6_HUMAN,Putative trypsin-6
Q12824,SMARCB1,SNF5_HUMAN,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
Q4LDE5,SVEP1,SVEP1_HUMAN,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
P20226,TBP,TBP_HUMAN,TATA-box-binding protein
P02787,TF,TRFE_HUMAN,Serotransferrin
Q9Y467,SALL2,SALL2_HUMAN,Sal-like protein 2
O14545,TRAFD1,TRAD1_HUMAN,TRAF-type zinc finger domain-containing protein 1
Q02223,TNFRSF17,TNR17_HUMAN,Tumor necrosis factor receptor superfamily member 17
Q9UP52,TFR2,TFR2_HUMAN,Transferrin receptor protein 2
P82914,MRPS15,RT15_HUMAN,"28S ribosomal protein S15, mitochondrial"
Q9BZQ2,SHCBP1L,SHP1L_HUMAN,Testicular spindle-associated protein SHCBP1L
O43759,SYNGR1,SNG1_HUMAN,Synaptogyrin-1
P34981,TRHR,TRFR_HUMAN,Thyrotropin-releasing hormone receptor
P41225,SOX3,SOX3_HUMAN,Transcription factor SOX-3
Q6P1M0,SLC27A4,S27A4_HUMAN,Long-chain fatty acid transport protein 4
Q9BYN8,MRPS26,RT26_HUMAN,"28S ribosomal protein S26, mitochondrial"
Q9NRF2,SH2B1,SH2B1_HUMAN,SH2B adapter protein 1
P31483,TIA1,TIA1_HUMAN,Nucleolysin TIA-1 isoform p40
Q14542,SLC29A2,S29A2_HUMAN,Equilibrative nucleoside transporter 2
Q99961,SH3GL1,SH3G1_HUMAN,Endophilin-A2
O95104,SCAF4,SCAF4_HUMAN,SR-related and CTD-associated factor 4
Q6ZUX3,TOGARAM2,TGRM2_HUMAN,TOG array regulator of axonemal microtubules protein 2
Q9BTX3,TMEM208,TM208_HUMAN,Transmembrane protein 208
P52823,STC1,STC1_HUMAN,Stanniocalcin-1
Q5T1R4,HIVEP3,ZEP3_HUMAN,Transcription factor HIVEP3
Q96FA7,ZBED6CL,ZB6CL_HUMAN,ZBED6 C-terminal-like protein
Q9BTP6,ZBED2,ZBED2_HUMAN,Zinc finger BED domain-containing protein 2
Q8IUH4,ZDHHC13,ZDH13_HUMAN,Palmitoyltransferase ZDHHC13
Q9HBT8,ZNF286A,Z286A_HUMAN,Zinc finger protein 286A
Q969W1,ZDHHC16,ZDH16_HUMAN,Palmitoyltransferase ZDHHC16
Q9BXU3,TEX13A,TX13A_HUMAN,Testis-expressed protein 13A
Q14587,ZNF268,ZN268_HUMAN,Zinc finger protein 268
Q8TC21,ZNF596,ZN596_HUMAN,Zinc finger protein 596
O43609,SPRY1,SPY1_HUMAN,Protein sprouty homolog 1
Q6ZXV5,TMTC3,TMTC3_HUMAN,Protein O-mannosyl-transferase TMTC3
O00442,RTCA,RTCA_HUMAN,RNA 3'-terminal phosphate cyclase
Q13395,TARBP1,TARB1_HUMAN,Probable methyltransferase TARBP1
Q7L2K0,TEDC2,TEDC2_HUMAN,Tubulin epsilon and delta complex protein 2
Q99932,SPAG8,SPAG8_HUMAN,Sperm-associated antigen 8
Q9BQB4,SOST,SOST_HUMAN,Sclerostin
Q9HCS4,TCF7L1,TF7L1_HUMAN,Transcription factor 7-like 1
A0PJX2,TLDC2,TLDC2_HUMAN,TLD domain-containing protein 2
Q9NQW1,SEC31B,SC31B_HUMAN,Protein transport protein Sec31B
Q10587,TEF,TEF_HUMAN,Thyrotroph embryonic factor
P12081,HARS,SYHC_HUMAN,"Histidine--tRNA ligase, cytoplasmic"
Q8IYQ7,THNSL1,THNS1_HUMAN,Threonine synthase-like 1
Q9UJZ1,STOML2,STML2_HUMAN,"Stomatin-like protein 2, mitochondrial"
Q9NYA1,SPHK1,SPHK1_HUMAN,Sphingosine kinase 1
Q9NZ63,C9orf78,TLS1_HUMAN,Telomere length and silencing protein 1 homolog
O75865,TRAPPC6A,TPC6A_HUMAN,Trafficking protein particle complex subunit 6A
A0A1B0GUA7,TEX51,TEX51_HUMAN,Testis-expressed protein 51
Q8WWF3,SSMEM1,SSMM1_HUMAN,Serine-rich single-pass membrane protein 1
Q0P670,SPEM2,SPEM2_HUMAN,Uncharacterized protein SPEM2
P62857,RPS28,RS28_HUMAN,40S ribosomal protein S28
Q8IW52,SLITRK4,SLIK4_HUMAN,SLIT and NTRK-like protein 4
Q502W6,VWA3B,VWA3B_HUMAN,von Willebrand factor A domain-containing protein 3B
Q6ZQQ6,WDR87,WDR87_HUMAN,WD repeat-containing protein 87
Q9HBJ7,USP29,UBP29_HUMAN,Ubiquitin carboxyl-terminal hydrolase 29
P61421,ATP6V0D1,VA0D1_HUMAN,V-type proton ATPase subunit d 1
Q8TAF3,WDR48,WDR48_HUMAN,WD repeat-containing protein 48
Q8N393,ZNF786,ZN786_HUMAN,Zinc finger protein 786
P0C7X5,ZNF806,ZN806_HUMAN,Zinc finger protein 806
Q5CZA5,ZNF805,ZN805_HUMAN,Zinc finger protein 805
Q9Y3C0,WASHC3,WASC3_HUMAN,WASH complex subunit 3
P51811,XK,XK_HUMAN,Membrane transport protein XK
Q5JPB2,ZNF831,ZN831_HUMAN,Zinc finger protein 831
Q9H6Y2,WDR55,WDR55_HUMAN,WD repeat-containing protein 55
Q13564,NAE1,ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit
O14607,UTY,UTY_HUMAN,Histone demethylase UTY
Q8N446,ZNF843,ZN843_HUMAN,Zinc finger protein 843
A8K0R7,ZNF839,ZN839_HUMAN,Zinc finger protein 839
Q9HBG4,ATP6V0A4,VPP4_HUMAN,V-type proton ATPase 116 kDa subunit a isoform 4
Q9UK80,USP21,UBP21_HUMAN,Ubiquitin carboxyl-terminal hydrolase 21
P17028,ZNF24,ZNF24_HUMAN,Zinc finger protein 24
P15621,ZNF44,ZNF44_HUMAN,Zinc finger protein 44
Q9H898,ZMAT4,ZMAT4_HUMAN,Zinc finger matrin-type protein 4
Q9H3M7,TXNIP,TXNIP_HUMAN,Thioredoxin-interacting protein
Q6ZRX8,,YL004_HUMAN,Putative uncharacterized protein FLJ45999
Q14146,URB2,URB2_HUMAN,Unhealthy ribosome biogenesis protein 2 homolog
Q8NA23,WDR31,WDR31_HUMAN,WD repeat-containing protein 31
Q5XG85,,U633C_HUMAN,Putative UPF0633 protein LOC554249
Q6ZV60,LINC00173,YL023_HUMAN,Putative uncharacterized protein encoded by LINC00173
Q70J99,UNC13D,UN13D_HUMAN,Protein unc-13 homolog D
Q8TAI1,TYMSOS,TYMOS_HUMAN,TYMS opposite strand protein
Q9HCJ6,VAT1L,VAT1L_HUMAN,Synaptic vesicle membrane protein VAT-1 homolog-like
Q6EMK4,VASN,VASN_HUMAN,Vasorin
Q9UPY5,SLC7A11,XCT_HUMAN,Cystine/glutamate transporter
Q6IPR3,TYW3,TYW3_HUMAN,tRNA wybutosine-synthesizing protein 3 homolog
Q96MV8,ZDHHC15,ZDH15_HUMAN,Palmitoyltransferase ZDHHC15
Q9ULE0,WWC3,WWC3_HUMAN,Protein WWC3
P09327,VIL1,VILI_HUMAN,Villin-1
Q7Z3J2,VPS35L,VP35L_HUMAN,VPS35 endosomal protein sorting factor-like
Q9H379,PRO3102,YI012_HUMAN,Putative uncharacterized protein PRO3102
O94993,SOX30,SOX30_HUMAN,Transcription factor SOX-30
Q9P2P6,STARD9,STAR9_HUMAN,StAR-related lipid transfer protein 9
Q07283,TCHH,TRHY_HUMAN,Trichohyalin
Q5U3C3,TMEM164,TM164_HUMAN,Transmembrane protein 164
Q9P2F8,SIPA1L2,SI1L2_HUMAN,Signal-induced proliferation-associated 1-like protein 2
Q5T0L3,SPATA46,SPT46_HUMAN,Spermatogenesis-associated protein 46
Q8TCT7,SPPL2B,SPP2B_HUMAN,Signal peptide peptidase-like 2B
A0PJX4,SHISA3,SHSA3_HUMAN,Protein shisa-3 homolog
Q96A57,TMEM230,TM230_HUMAN,Transmembrane protein 230
Q24JQ0,TMEM241,TM241_HUMAN,Transmembrane protein 241
Q92541,RTF1,RTF1_HUMAN,RNA polymerase-associated protein RTF1 homolog
O75934,BCAS2,SPF27_HUMAN,Pre-mRNA-splicing factor SPF27
P57727,TMPRSS3,TMPS3_HUMAN,Transmembrane protease serine 3
P61165,TMEM258,TM258_HUMAN,Transmembrane protein 258
Q9UBC9,SPRR3,SPRR3_HUMAN,Small proline-rich protein 3
Q9UPX8,SHANK2,SHAN2_HUMAN,SH3 and multiple ankyrin repeat domains protein 2
P51571,SSR4,SSRD_HUMAN,Translocon-associated protein subunit delta
P22314,UBA1,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1
Q03938,ZNF90,ZNF90_HUMAN,Zinc finger protein 90
Q9NU63,ZFP57,ZFP57_HUMAN,Zinc finger protein 57 homolog
P53007,SLC25A1,TXTP_HUMAN,"Tricarboxylate transport protein, mitochondrial"
A0A0B4J241,TRAV13-1,TVAM1_HUMAN,T cell receptor alpha variable 13-1
Q15928,ZNF141,ZN141_HUMAN,Zinc finger protein 141
P21754,ZP3,ZP3_HUMAN,Zona pellucida sperm-binding protein 3
P51786,ZNF157,ZN157_HUMAN,Zinc finger protein 157
A0A0K0K1C4,TRBV27,TVB27_HUMAN,T cell receptor beta variable 27
Q8IZ20,ZNF683,ZN683_HUMAN,Tissue-resident T-cell transcription regulator protein ZNF683
P0CV98,TSPY3,TSPY3_HUMAN,Testis-specific Y-encoded protein 3
Q00341,HDLBP,VIGLN_HUMAN,Vigilin
Q96JC4,ZNF479,ZN479_HUMAN,Zinc finger protein 479
Q9H321,VCX3B,VCX3B_HUMAN,Variable charge X-linked protein 3B
Q9H7X3,ZNF696,ZN696_HUMAN,Zinc finger protein 696
P09544,WNT2,WNT2_HUMAN,Protein Wnt-2
Q9BTL4,IER2,IER2_HUMAN,Immediate early response gene 2 protein
O76011,KRT34,KRT34_HUMAN,"Keratin, type I cuticular Ha4"
P13473,LAMP2,LAMP2_HUMAN,Lysosome-associated membrane glycoprotein 2
O60662,KLHL41,KLH41_HUMAN,Kelch-like protein 41
Q8NGJ6,OR51A4,O51A4_HUMAN,Olfactory receptor 51A4
Q9Y5F1,PCDHB12,PCDBC_HUMAN,Protocadherin beta-12
P24666,ACP1,PPAC_HUMAN,Low molecular weight phosphotyrosine protein phosphatase
Q9Y6X9,MORC2,MORC2_HUMAN,ATPase MORC2
Q502X0,MORN2,MORN2_HUMAN,MORN repeat-containing protein 2
Q99489,DDO,OXDD_HUMAN,D-aspartate oxidase
Q14982,OPCML,OPCM_HUMAN,Opioid-binding protein/cell adhesion molecule
O96007,MOCS2,MOC2B_HUMAN,Molybdopterin synthase catalytic subunit
Q9NV92,NDFIP2,NFIP2_HUMAN,NEDD4 family-interacting protein 2
Q8WY50,PLAC4,PLAC4_HUMAN,Placenta-specific protein 4
Q96AM1,MRGPRF,MRGRF_HUMAN,Mas-related G-protein coupled receptor member F
Q6UW63,POGLUT2,PLGT2_HUMAN,Protein O-glucosyltransferase 2
Q6Q8B3,CD200R1L,MO2R2_HUMAN,Cell surface glycoprotein CD200 receptor 2
Q5TC84,OGFRL1,OGRL1_HUMAN,Opioid growth factor receptor-like protein 1
O75943,RAD17,RAD17_HUMAN,Cell cycle checkpoint protein RAD17
Q9H6Z4,RANBP3,RANB3_HUMAN,Ran-binding protein 3
O75678,RFPL2,RFPL2_HUMAN,Ret finger protein-like 2
Q9H6Y7,RNF167,RN167_HUMAN,E3 ubiquitin-protein ligase RNF167
Q8N4F7,RNF175,RN175_HUMAN,RING finger protein 175
Q14257,RCN2,RCN2_HUMAN,Reticulocalbin-2
Q8TC12,RDH11,RDH11_HUMAN,Retinol dehydrogenase 11
Q5M7Z0,RNFT1,RNFT1_HUMAN,E3 ubiquitin-protein ligase RNFT1
Q495C1,RNF212,RN212_HUMAN,Probable E3 SUMO-protein ligase RNF212
Q9BUL9,RPP25,RPP25_HUMAN,Ribonuclease P protein subunit p25
Q9ULX5,RNF112,RN112_HUMAN,RING finger protein 112
Q96RJ0,TAAR1,TAAR1_HUMAN,Trace amine-associated receptor 1
Q9HB31,SEBOX,SEBOX_HUMAN,Homeobox protein SEBOX
Q9HB58,SP110,SP110_HUMAN,Sp110 nuclear body protein
Q96T83,SLC9A7,SL9A7_HUMAN,Sodium/hydrogen exchanger 7
Q8WU08,STK32A,ST32A_HUMAN,Serine/threonine-protein kinase 32A
Q9NUY8,TBC1D23,TBC23_HUMAN,TBC1 domain family member 23
P0C7Q6,SLC35G6,S35G6_HUMAN,Solute carrier family 35 member G6
Q9NY57,STK32B,ST32B_HUMAN,Serine/threonine-protein kinase 32B
Q9Y2I9,TBC1D30,TBC30_HUMAN,TBC1 domain family member 30
Q8TAQ2,SMARCC2,SMRC2_HUMAN,SWI/SNF complex subunit SMARCC2
P35713,SOX18,SOX18_HUMAN,Transcription factor SOX-18
Q8N4V2,SVOP,SVOP_HUMAN,Synaptic vesicle 2-related protein
Q9Y4R8,TELO2,TELO2_HUMAN,Telomere length regulation protein TEL2 homolog
Q8NHU3,SGMS2,SMS2_HUMAN,Phosphatidylcholine:ceramide cholinephosphotransferase 2
Q0VDI3,TMEM267,TM267_HUMAN,Transmembrane protein 267
Q6PCB7,SLC27A1,S27A1_HUMAN,Long-chain fatty acid transport protein 1
Q63ZE4,SLC22A10,S22AA_HUMAN,Solute carrier family 22 member 10
Q13596,SNX1,SNX1_HUMAN,Sorting nexin-1
Q9Y267,SLC22A14,S22AE_HUMAN,Solute carrier family 22 member 14
O43173,ST8SIA3,SIA8C_HUMAN,"Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase"
Q66K80,RUSC1-AS1,RUAS1_HUMAN,Putative uncharacterized protein RUSC1-AS1
Q6ZNR0,TMEM91,TMM91_HUMAN,Transmembrane protein 91
P37837,TALDO1,TALDO_HUMAN,Transaldolase
Q14656,TMEM187,TM187_HUMAN,Transmembrane protein 187
Q99523,SORT1,SORT_HUMAN,Sortilin
O60749,SNX2,SNX2_HUMAN,Sorting nexin-2
Q6ZUB1,SPATA31E1,S31E1_HUMAN,Spermatogenesis-associated protein 31E1
P32745,SSTR3,SSR3_HUMAN,Somatostatin receptor type 3
Q96SK2,TMEM209,TM209_HUMAN,Transmembrane protein 209
Q8WUH2,TGFBRAP1,TGFA1_HUMAN,Transforming growth factor-beta receptor-associated protein 1
Q8IZC4,RTKN2,RTKN2_HUMAN,Rhotekin-2
O94855,SEC24D,SC24D_HUMAN,Protein transport protein Sec24D
Q9BZW5,TM6SF1,TM6S1_HUMAN,Transmembrane 6 superfamily member 1
Q6ZRR5,TLCD5,TLCD5_HUMAN,TLC domain-containing protein 5
O14828,SCAMP3,SCAM3_HUMAN,Secretory carrier-associated membrane protein 3
P13385,TDGF1,TDGF1_HUMAN,Teratocarcinoma-derived growth factor 1
O95071,UBR5,UBR5_HUMAN,E3 ubiquitin-protein ligase UBR5
O14609,XKRY,XKRY_HUMAN,"Testis-specific XK-related protein, Y-linked"
P07947,YES1,YES_HUMAN,Tyrosine-protein kinase Yes
O43542,XRCC3,XRCC3_HUMAN,DNA repair protein XRCC3
Q9UPY6,WASF3,WASF3_HUMAN,Wiskott-Aldrich syndrome protein family member 3
Q96IQ7,VSIG2,VSIG2_HUMAN,V-set and immunoglobulin domain-containing protein 2
Q15929,ZNF56,ZNF56_HUMAN,Putative zinc finger protein 56
Q5VV11,,U633B_HUMAN,Putative UPF0633 protein ENSP00000303136
Q16587,ZNF74,ZNF74_HUMAN,Zinc finger protein 74
P0CG32,ZCCHC18,ZCC18_HUMAN,Zinc finger CCHC domain-containing protein 18
Q9HCL3,ZFP14,ZFP14_HUMAN,Zinc finger protein 14 homolog
Q96PF2,TSSK2,TSSK2_HUMAN,Testis-specific serine/threonine-protein kinase 2
Q9BRT2,UQCC2,UQCC2_HUMAN,Ubiquinol-cytochrome-c reductase complex assembly factor 2
Q9UKW4,VAV3,VAV3_HUMAN,Guanine nucleotide exchange factor VAV3
O43657,TSPAN6,TSN6_HUMAN,Tetraspanin-6
Q96SK3,ZNF607,ZN607_HUMAN,Zinc finger protein 607
Q9NRM2,ZNF277,ZN277_HUMAN,Zinc finger protein 277
Q9UJL9,ZFP69B,ZF69B_HUMAN,Zinc finger protein 69 homolog B
Q9BZ98,TTTY12,TTY12_HUMAN,Putative transcript Y 12 protein
Q9HCZ1,ZNF334,ZN334_HUMAN,Zinc finger protein 334
Q68DE3,USF3,USF3_HUMAN,Basic helix-loop-helix domain-containing protein USF3
A8MX80,,YM017_HUMAN,Putative UPF0607 protein ENSP00000383144
Q8TAT8,,YK045_HUMAN,Putative uncharacterized protein LOC644613
P49746,THBS3,TSP3_HUMAN,Thrombospondin-3
P52746,ZNF142,ZN142_HUMAN,Zinc finger protein 142
A0A0A6YYJ7,TRAV8-3,TVA83_HUMAN,T cell receptor alpha variable 8-3
Q15853,USF2,USF2_HUMAN,Upstream stimulatory factor 2
Q5TGU0,TSPO2,TSPO2_HUMAN,Translocator protein 2
Q99676,ZNF184,ZN184_HUMAN,Zinc finger protein 184
Q8TF20,ZNF721,ZN721_HUMAN,Zinc finger protein 721
Q8NDX2,SLC17A8,VGLU3_HUMAN,Vesicular glutamate transporter 3
A6NNF4,ZNF726,ZN726_HUMAN,Zinc finger protein 726
Q9Y277,VDAC3,VDAC3_HUMAN,Voltage-dependent anion-selective channel protein 3
Q9Y3S1,WNK2,WNK2_HUMAN,Serine/threonine-protein kinase WNK2
Q14586,ZNF267,ZN267_HUMAN,Zinc finger protein 267
Q7Z340,ZNF551,ZN551_HUMAN,Zinc finger protein 551
Q9HAA7,,YG046_HUMAN,Putative uncharacterized protein FLJ11871
Q8N402,,YV020_HUMAN,Putative uncharacterized protein LOC388882
Q709C8,VPS13C,VP13C_HUMAN,Vacuolar protein sorting-associated protein 13C
O94804,STK10,STK10_HUMAN,Serine/threonine-protein kinase 10
P56557,TMEM50B,TM50B_HUMAN,Transmembrane protein 50B
P78382,SLC35A1,S35A1_HUMAN,CMP-sialic acid transporter
Q969S6,TMEM203,TM203_HUMAN,Transmembrane protein 203
Q07617,SPAG1,SPAG1_HUMAN,Sperm-associated antigen 1
P49755,TMED10,TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10
Q6UW10,SFTA2,SFTA2_HUMAN,Surfactant-associated protein 2
Q9NSN8,SNTG1,SNTG1_HUMAN,Gamma-1-syntrophin
Q9NQB0,TCF7L2,TF7L2_HUMAN,Transcription factor 7-like 2
Q9P0T7,TMEM9,TMEM9_HUMAN,Transmembrane protein 9
Q5VUG0,SFMBT2,SMBT2_HUMAN,Scm-like with four MBT domains protein 2
O76061,STC2,STC2_HUMAN,Stanniocalcin-2
Q02383,SEMG2,SEMG2_HUMAN,Semenogelin-2
Q5FWF6,ZNF789,ZN789_HUMAN,Zinc finger protein 789
P46939,UTRN,UTRO_HUMAN,Utrophin
Q6ZRF7,ZNF818P,ZN818_HUMAN,Putative zinc finger protein 818
P0CJ78,ZNF865,ZN865_HUMAN,Zinc finger protein 865
Q16851,UGP2,UGPA_HUMAN,UTP--glucose-1-phosphate uridylyltransferase
O15537,RS1,XLRS1_HUMAN,Retinoschisin
O75695,RP2,XRP2_HUMAN,Protein XRP2
Q9HAV4,XPO5,XPO5_HUMAN,Exportin-5
O00124,UBXN8,UBXN8_HUMAN,UBX domain-containing protein 8
Q6P4I2,WDR73,WDR73_HUMAN,WD repeat-containing protein 73
P17024,ZNF20,ZNF20_HUMAN,Zinc finger protein 20
P36508,ZNF76,ZNF76_HUMAN,Zinc finger protein 76
Q9NWZ5,UCKL1,UCKL1_HUMAN,Uridine-cytidine kinase-like 1
O43830,ZNF73,ZNF73_HUMAN,Zinc finger protein 73
Q9NQZ8,ZNF71,ZNF71_HUMAN,Endothelial zinc finger protein induced by tumor necrosis factor alpha
Q86YA3,ZGRF1,ZGRF1_HUMAN,Protein ZGRF1
P47901,AVPR1B,V1BR_HUMAN,Vasopressin V1b receptor
Q5DID0,UMODL1,UROL1_HUMAN,Uromodulin-like 1
Q3KQV9,UAP1L1,UAP1L_HUMAN,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1
P37275,ZEB1,ZEB1_HUMAN,Zinc finger E-box-binding homeobox 1
A0A075B6N3,TRBV24-1,TVBX1_HUMAN,T cell receptor beta variable 24-1
A8MUZ8,ZNF705G,Z705G_HUMAN,Putative zinc finger protein 705G
Q96LX8,ZNF597,ZN597_HUMAN,Zinc finger protein 597
Q96S55,WRNIP1,WRIP1_HUMAN,ATPase WRNIP1
O15209,ZBTB22,ZBT22_HUMAN,Zinc finger and BTB domain-containing protein 22
Q6ZMY9,ZNF517,ZN517_HUMAN,Zinc finger protein 517
Q5SRN2,TSBP1,TSBP1_HUMAN,Testis-expressed basic protein 1
Q7Z398,ZNF550,ZN550_HUMAN,Zinc finger protein 550
P17948,FLT1,VGFR1_HUMAN,Vascular endothelial growth factor receptor 1
Q5MNZ6,WDR45B,WIPI3_HUMAN,WD repeat domain phosphoinositide-interacting protein 3
Q9BW85,YJU2,YJU2_HUMAN,Splicing factor YJU2
Q9Y484,WDR45,WIPI4_HUMAN,WD repeat domain phosphoinositide-interacting protein 4
P0DJG4,THEGL,THEGL_HUMAN,Testicular haploid expressed gene protein-like
A6NEH6,TMEM247,TM247_HUMAN,Transmembrane protein 247
Q2WGJ8,TMEM249,TM249_HUMAN,Transmembrane protein 249
A0A286YF46,SCYGR5,SCGR5_HUMAN,Small cysteine and glycine repeat-containing protein 5
Q8NBN3,TMEM87A,TM87A_HUMAN,Transmembrane protein 87A
Q9Y6D0,SELENOK,SELK_HUMAN,Selenoprotein K
P59544,TAS2R50,T2R50_HUMAN,Taste receptor type 2 member 50
Q8WTV1,THAP3,THAP3_HUMAN,THAP domain-containing protein 3
O75716,STK16,STK16_HUMAN,Serine/threonine-protein kinase 16
Q6ZMP0,THSD4,THSD4_HUMAN,Thrombospondin type-1 domain-containing protein 4
Q86Y07,VRK2,VRK2_HUMAN,Serine/threonine-protein kinase VRK2
O95399,UTS2,UTS2_HUMAN,Urotensin-2
P18887,XRCC1,XRCC1_HUMAN,DNA repair protein XRCC1
Q6ZMS4,ZNF852,ZN852_HUMAN,Zinc finger protein 852
P61964,WDR5,WDR5_HUMAN,WD repeat-containing protein 5
Q9H1F0,WFDC10A,WF10A_HUMAN,WAP four-disulfide core domain protein 10A
O95619,YEATS4,YETS4_HUMAN,YEATS domain-containing protein 4
A6NHJ4,ZNF860,ZN860_HUMAN,Zinc finger protein 860
P35503,UGT1A3,UD13_HUMAN,UDP-glucuronosyltransferase 1-3
P10072,ZNF875,ZN875_HUMAN,Zinc finger protein 875
Q9HAW9,UGT1A8,UD18_HUMAN,UDP-glucuronosyltransferase 1-8
Q9HC57,WFDC1,WFDC1_HUMAN,WAP four-disulfide core domain protein 1
P12018,VPREB1,VPREB_HUMAN,Immunoglobulin iota chain
A8MT65,ZNF891,ZN891_HUMAN,Zinc finger protein 891
O00401,WASL,WASL_HUMAN,Neural Wiskott-Aldrich syndrome protein
Q9NP79,VTA1,VTA1_HUMAN,Vacuolar protein sorting-associated protein VTA1 homolog
Q9C0J8,WDR33,WDR33_HUMAN,pre-mRNA 3' end processing protein WDR33
Q9UEU0,VTI1B,VTI1B_HUMAN,Vesicle transport through interaction with t-SNAREs homolog 1B
Q9BRG1,VPS25,VPS25_HUMAN,Vacuolar protein-sorting-associated protein 25
Q5JTN6,WDR38,WDR38_HUMAN,WD repeat-containing protein 38
P09936,UCHL1,UCHL1_HUMAN,Ubiquitin carboxyl-terminal hydrolase isozyme L1
A6NGE7,URAD,URAD_HUMAN,Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
Q96HZ7,URB1-AS1,URAS1_HUMAN,Putative uncharacterized protein URB1-AS1
P55089,UCN,UCN1_HUMAN,Urocortin
Q96DN2,VWCE,VWCE_HUMAN,von Willebrand factor C and EGF domain-containing protein
O95155,UBE4B,UBE4B_HUMAN,Ubiquitin conjugation factor E4 B
A0A0A6YYD4,TRBV13,TVB13_HUMAN,T cell receptor beta variable 13
P17480,UBTF,UBF1_HUMAN,Nucleolar transcription factor 1
P98182,ZNF200,ZN200_HUMAN,Zinc finger protein 200
O14599,BPY2,VCY2_HUMAN,Testis-specific basic protein Y 2
Q9NZL3,ZNF224,ZN224_HUMAN,Zinc finger protein 224
Q96N38,ZNF714,ZN714_HUMAN,Zinc finger protein 714
Q96B54,ZNF428,ZN428_HUMAN,Zinc finger protein 428
A8MUA0,,YB057_HUMAN,Putative UPF0607 protein ENSP00000381514
Q9NXT0,ZNF586,ZN586_HUMAN,Zinc finger protein 586
Q9BRP9,,YK016_HUMAN,Putative uncharacterized protein MGC13053
A1L4Q6,,YK033_HUMAN,Putative uncharacterized protein FLJ41423
